Место,Дата,Номер,Продукт,Категория,Цена,Количество
Мячик,2020-08-24,404014110,Бумага,Работа,7750,2
Мячик,2020-08-24,404014110,Бумага туалетная,Дом,7000,1
Тупичок,2020-08-24,276053684,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-08-24,276053684,Сосиски молочные,Еда,20000,3
Тупичок,2020-08-24,276053684,Яблоки,Еда,6550,1
Тупичок,2020-08-24,276053684,Сосиски молочные,Еда,20000,3
Тупичок,2020-08-24,276053684,Мусорные пакеты,Дом,9050,1
Тупичок,2020-08-24,276053684,Бумага,Работа,7750,1
Тупичок,2020-08-24,276053684,Хлеб,Еда,7500,3
Тупичок,2020-08-24,276053684,Бумага,Работа,7750,1
Четвёрочка,2020-08-25,53522361,Мусорные пакеты,Дом,9050,3
Четвёрочка,2020-08-25,53522361,Черешня,Вкусняшки,15000,2
Четвёрочка,2020-08-25,53522361,Молоко,Еда,6700,3
Четвёрочка,2020-08-25,53522361,Яйца,Еда,5950,2
Четвёрочка,2020-08-25,53522361,Бумага,Работа,7750,1
Четвёрочка,2020-08-25,53522361,Яйца,Еда,5950,1
Четвёрочка,2020-08-25,53522361,Бананы,Вкусняшка,7000,1
Диски,2020-08-26,788647939,Сосиски молочные,Еда,20000,3
Диски,2020-08-26,788647939,Бумага,Работа,7750,1
Диски,2020-08-26,788647939,Бумага туалетная,Дом,7000,1
Диски,2020-08-26,788647939,Гвозди,Дом,5000,2
Диски,2020-08-26,788647939,Бумага туалетная,Дом,7000,1
Диски,2020-08-26,788647939,Черешня,Вкусняшки,15000,1
Диски,2020-08-26,788647939,Бананы,Вкусняшка,7000,2
Диски,2020-08-26,788647939,Бумага,Работа,7750,3
Трамвай,2020-08-26,101223069,Чернила,Работа,2200,2
Трамвай,2020-08-26,101223069,Хлеб,Еда,7500,2
Трамвай,2020-08-26,101223069,Яйца,Еда,5950,1
Трамвай,2020-08-26,101223069,Мусорные пакеты,Дом,9050,1
Трамвай,2020-08-26,101223069,Сосиски молочные,Еда,20000,3
Трамвай,2020-08-26,101223069,Бананы,Вкусняшка,7000,2
Трамвай,2020-08-26,101223069,Бумага,Работа,7750,1
Трамвай,2020-08-26,101223069,Яблоки,Еда,6550,3
Трамвай,2020-08-26,101223069,Молоко,Еда,6700,3
Мячик,2020-08-27,535854118,Хлеб,Еда,7500,2
Мячик,2020-08-27,535854118,Яйца,Еда,5950,2
Мячик,2020-08-27,535854118,Яблоки,Еда,6550,1
Мячик,2020-08-28,888237528,Чернила,Работа,2200,1
Мячик,2020-08-28,888237528,Яйца,Еда,5950,2
Мячик,2020-08-28,888237528,Гвозди,Дом,5000,1
Мячик,2020-08-28,888237528,Сосиски молочные,Еда,20000,2
Мячик,2020-08-28,888237528,Мусорные пакеты,Дом,9050,2
Мячик,2020-08-28,888237528,Молоко,Еда,6700,1
Мячик,2020-08-28,888237528,Яблоки,Еда,6550,2
Тупичок,2020-08-28,829437886,Яйца,Еда,5950,1
Тупичок,2020-08-28,829437886,Яблоки,Еда,6550,3
Тупичок,2020-08-28,829437886,Хлеб,Еда,7500,3
Мячик,2020-08-29,993931834,Яблоки,Еда,6550,1
Мячик,2020-08-29,993931834,Молоко,Еда,6700,3
Мячик,2020-08-29,993931834,Молоко,Еда,6700,3
Мячик,2020-08-29,993931834,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-08-29,993931834,Мусорные пакеты,Дом,9050,1
Мячик,2020-08-29,993931834,Молоко,Еда,6700,1
Мячик,2020-08-29,993931834,Молоко,Еда,6700,3
Мячик,2020-08-29,993931834,Бананы,Вкусняшка,7000,1
Мячик,2020-08-29,993931834,Бумага,Работа,7750,1
Четвёрочка,2020-08-30,228884747,Хлеб,Еда,7500,1
Четвёрочка,2020-08-30,228884747,Молоко,Еда,6700,3
Четвёрочка,2020-08-30,228884747,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-08-30,228884747,Яблоки,Еда,6550,2
Четвёрочка,2020-08-30,228884747,Яйца,Еда,5950,3
Четвёрочка,2020-08-30,228884747,Черешня,Вкусняшки,15000,3
Четвёрочка,2020-08-30,228884747,Бананы,Вкусняшка,7000,1
Четвёрочка,2020-08-30,228884747,Яйца,Еда,5950,3
Диски,2020-08-30,802618776,Гвозди,Дом,5000,3
Диски,2020-08-30,802618776,Бананы,Вкусняшка,7000,3
Диски,2020-08-30,802618776,Мусорные пакеты,Дом,9050,3
Диски,2020-08-30,802618776,Сосиски молочные,Еда,20000,3
Диски,2020-08-30,802618776,Молоко,Еда,6700,2
Диски,2020-08-30,802618776,Молочный шоколад,Вкусняшка,6900,2
Диски,2020-08-30,802618776,Сосиски молочные,Еда,20000,2
Диски,2020-08-30,802618776,Молочный шоколад,Вкусняшка,6900,2
Диски,2020-08-30,802618776,Яблоки,Еда,6550,2
Диски,2020-08-30,693491901,Молочный шоколад,Вкусняшка,6900,1
Диски,2020-08-30,693491901,Черешня,Вкусняшки,15000,1
Диски,2020-08-30,693491901,Бананы,Вкусняшка,7000,1
Диски,2020-08-30,693491901,Гвозди,Дом,5000,1
Диски,2020-08-30,693491901,Мусорные пакеты,Дом,9050,2
Диски,2020-08-30,693491901,Молоко,Еда,6700,1
Диски,2020-08-30,693491901,Яйца,Еда,5950,1
Диски,2020-08-30,693491901,Черешня,Вкусняшки,15000,2
Тупичок,2020-08-30,930085117,Сосиски молочные,Еда,20000,2
Тупичок,2020-08-30,930085117,Мусорные пакеты,Дом,9050,1
Тупичок,2020-08-30,930085117,Черешня,Вкусняшки,15000,1
Тупичок,2020-08-30,930085117,Хлеб,Еда,7500,1
Тупичок,2020-08-30,930085117,Яблоки,Еда,6550,2
Трамвай,2020-08-30,434414516,Мусорные пакеты,Дом,9050,1
Трамвай,2020-08-30,434414516,Яйца,Еда,5950,2
Диски,2020-08-31,366461744,Молоко,Еда,6700,2
Диски,2020-08-31,366461744,Яйца,Еда,5950,1
Диски,2020-08-31,366461744,Хлеб,Еда,7500,2
Диски,2020-08-31,366461744,Мусорные пакеты,Дом,9050,2
Диски,2020-08-31,366461744,Бумага,Работа,7750,3
Диски,2020-08-31,366461744,Молоко,Еда,6700,1
Диски,2020-08-31,366461744,Хлеб,Еда,7500,1
Диски,2020-08-31,366461744,Яйца,Еда,5950,3
Мячик,2020-09-01,793663469,Яйца,Еда,5950,1
Мячик,2020-09-01,793663469,Яблоки,Еда,6550,1
Мячик,2020-09-01,793663469,Сосиски молочные,Еда,20000,1
Мячик,2020-09-01,793663469,Мусорные пакеты,Дом,9050,2
Мячик,2020-09-01,793663469,Хлеб,Еда,7500,2
Четвёрочка,2020-09-02,72052469,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-09-02,72052469,Хлеб,Еда,7500,1
Четвёрочка,2020-09-02,72052469,Молочный шоколад,Вкусняшка,6900,3
Четвёрочка,2020-09-02,72052469,Бумага туалетная,Дом,7000,2
Четвёрочка,2020-09-02,72052469,Гвозди,Дом,5000,2
Мячик,2020-09-02,590651192,Сосиски молочные,Еда,20000,3
Мячик,2020-09-02,590651192,Яблоки,Еда,6550,1
Мячик,2020-09-02,590651192,Хлеб,Еда,7500,3
Мячик,2020-09-02,590651192,Черешня,Вкусняшки,15000,3
Мячик,2020-09-02,590651192,Мусорные пакеты,Дом,9050,3
Мячик,2020-09-02,590651192,Чернила,Работа,2200,3
Мячик,2020-09-02,590651192,Бумага,Работа,7750,1
Мячик,2020-09-02,590651192,Бумага,Работа,7750,2
Мячик,2020-09-02,590651192,Яйца,Еда,5950,1
Тупичок,2020-09-03,423390179,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-09-03,423390179,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-09-03,423390179,Сосиски молочные,Еда,20000,3
Тупичок,2020-09-03,423390179,Бананы,Вкусняшка,7000,3
Тупичок,2020-09-03,423390179,Гвозди,Дом,5000,1
Тупичок,2020-09-03,423390179,Яблоки,Еда,6550,1
Тупичок,2020-09-03,423390179,Бананы,Вкусняшка,7000,3
Тупичок,2020-09-03,423390179,Чернила,Работа,2200,2
Тупичок,2020-09-03,423390179,Бумага,Работа,7750,3
Четвёрочка,2020-09-04,648525938,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-09-04,648525938,Бумага туалетная,Дом,7000,3
Четвёрочка,2020-09-04,648525938,Бумага,Работа,7750,3
Четвёрочка,2020-09-04,648525938,Яйца,Еда,5950,2
Четвёрочка,2020-09-04,648525938,Яйца,Еда,5950,3
Четвёрочка,2020-09-04,648525938,Молочный шоколад,Вкусняшка,6900,1
Четвёрочка,2020-09-04,648525938,Чернила,Работа,2200,2
Четвёрочка,2020-09-04,648525938,Яблоки,Еда,6550,2
Четвёрочка,2020-09-04,648525938,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-09-04,648525938,Яблоки,Еда,6550,2
Мячик,2020-09-04,929610025,Чернила,Работа,2200,3
Мячик,2020-09-04,929610025,Чернила,Работа,2200,2
Мячик,2020-09-04,929610025,Яблоки,Еда,6550,3
Мячик,2020-09-04,929610025,Чернила,Работа,2200,3
Мячик,2020-09-04,929610025,Бумага туалетная,Дом,7000,1
Мячик,2020-09-04,929610025,Бумага,Работа,7750,3
Мячик,2020-09-04,929610025,Черешня,Вкусняшки,15000,1
Диски,2020-09-05,839220075,Молоко,Еда,6700,1
Диски,2020-09-05,839220075,Бумага туалетная,Дом,7000,2
Диски,2020-09-05,839220075,Бананы,Вкусняшка,7000,3
Диски,2020-09-05,839220075,Яйца,Еда,5950,3
Диски,2020-09-05,839220075,Бумага,Работа,7750,3
Диски,2020-09-05,839220075,Хлеб,Еда,7500,1
Диски,2020-09-05,839220075,Мусорные пакеты,Дом,9050,1
Диски,2020-09-05,839220075,Черешня,Вкусняшки,15000,1
Тупичок,2020-09-05,151670979,Хлеб,Еда,7500,2
Тупичок,2020-09-05,151670979,Бананы,Вкусняшка,7000,1
Тупичок,2020-09-05,151670979,Сосиски молочные,Еда,20000,1
Тупичок,2020-09-05,151670979,Чернила,Работа,2200,1
Тупичок,2020-09-05,151670979,Сосиски молочные,Еда,20000,2
Тупичок,2020-09-05,151670979,Мусорные пакеты,Дом,9050,1
Тупичок,2020-09-05,151670979,Гвозди,Дом,5000,3
Тупичок,2020-09-05,151670979,Гвозди,Дом,5000,1
Тупичок,2020-09-05,151670979,Молоко,Еда,6700,2
Тупичок,2020-09-05,151670979,Хлеб,Еда,7500,1
Диски,2020-09-05,996920375,Бананы,Вкусняшка,7000,2
Диски,2020-09-05,996920375,Чернила,Работа,2200,2
Диски,2020-09-05,996920375,Яйца,Еда,5950,3
Диски,2020-09-05,996920375,Чернила,Работа,2200,2
Диски,2020-09-05,996920375,Бумага туалетная,Дом,7000,2
Диски,2020-09-05,996920375,Хлеб,Еда,7500,2
Диски,2020-09-05,996920375,Молочный шоколад,Вкусняшка,6900,3
Диски,2020-09-05,996920375,Яйца,Еда,5950,2
Трамвай,2020-09-05,190013481,Гвозди,Дом,5000,2
Трамвай,2020-09-05,190013481,Молоко,Еда,6700,1
Тупичок,2020-09-06,234942638,Бананы,Вкусняшка,7000,2
Тупичок,2020-09-06,234942638,Чернила,Работа,2200,1
Тупичок,2020-09-06,234942638,Молоко,Еда,6700,1
Трамвай,2020-09-07,994371352,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2020-09-07,994371352,Чернила,Работа,2200,2
Трамвай,2020-09-07,994371352,Чернила,Работа,2200,2
Трамвай,2020-09-07,994371352,Молоко,Еда,6700,3
Трамвай,2020-09-07,994371352,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-09-07,994371352,Черешня,Вкусняшки,15000,2
Четвёрочка,2020-09-07,15757275,Сосиски молочные,Еда,20000,2
Четвёрочка,2020-09-07,15757275,Яблоки,Еда,6550,2
Четвёрочка,2020-09-07,15757275,Яблоки,Еда,6550,1
Мячик,2020-09-08,81383849,Хлеб,Еда,7500,3
Мячик,2020-09-08,81383849,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-09-08,81383849,Яйца,Еда,5950,2
Мячик,2020-09-08,81383849,Мусорные пакеты,Дом,9050,2
Мячик,2020-09-08,81383849,Яблоки,Еда,6550,1
Мячик,2020-09-08,81383849,Бананы,Вкусняшка,7000,2
Мячик,2020-09-08,81383849,Чернила,Работа,2200,1
Мячик,2020-09-08,81383849,Мусорные пакеты,Дом,9050,1
Мячик,2020-09-08,81383849,Яйца,Еда,5950,3
Мячик,2020-09-08,81383849,Бананы,Вкусняшка,7000,2
Трамвай,2020-09-08,519017735,Мусорные пакеты,Дом,9050,3
Трамвай,2020-09-08,519017735,Бананы,Вкусняшка,7000,3
Трамвай,2020-09-08,519017735,Бумага,Работа,7750,3
Трамвай,2020-09-08,519017735,Чернила,Работа,2200,2
Трамвай,2020-09-08,519017735,Бумага,Работа,7750,1
Трамвай,2020-09-08,519017735,Мусорные пакеты,Дом,9050,1
Трамвай,2020-09-08,519017735,Яблоки,Еда,6550,2
Трамвай,2020-09-08,519017735,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2020-09-08,519017735,Яблоки,Еда,6550,1
Трамвай,2020-09-09,546847346,Черешня,Вкусняшки,15000,3
Трамвай,2020-09-09,546847346,Яблоки,Еда,6550,3
Трамвай,2020-09-09,546847346,Мусорные пакеты,Дом,9050,3
Трамвай,2020-09-09,546847346,Гвозди,Дом,5000,2
Трамвай,2020-09-09,546847346,Бумага туалетная,Дом,7000,3
Трамвай,2020-09-09,546847346,Яблоки,Еда,6550,2
Трамвай,2020-09-09,546847346,Яблоки,Еда,6550,3
Трамвай,2020-09-09,546847346,Мусорные пакеты,Дом,9050,3
Четвёрочка,2020-09-09,653630291,Мусорные пакеты,Дом,9050,2
Четвёрочка,2020-09-09,653630291,Бумага,Работа,7750,1
Четвёрочка,2020-09-09,653630291,Мусорные пакеты,Дом,9050,1
Четвёрочка,2020-09-09,653630291,Яйца,Еда,5950,1
Четвёрочка,2020-09-09,653630291,Хлеб,Еда,7500,3
Четвёрочка,2020-09-09,653630291,Сосиски молочные,Еда,20000,1
Четвёрочка,2020-09-09,653630291,Чернила,Работа,2200,1
Четвёрочка,2020-09-09,653630291,Бананы,Вкусняшка,7000,1
Четвёрочка,2020-09-09,653630291,Чернила,Работа,2200,1
Трамвай,2020-09-10,563835172,Черешня,Вкусняшки,15000,2
Трамвай,2020-09-10,563835172,Бумага,Работа,7750,2
Трамвай,2020-09-10,563835172,Бумага туалетная,Дом,7000,1
Мячик,2020-09-10,428173423,Яблоки,Еда,6550,3
Мячик,2020-09-10,428173423,Гвозди,Дом,5000,1
Мячик,2020-09-10,428173423,Сосиски молочные,Еда,20000,3
Мячик,2020-09-10,428173423,Бумага туалетная,Дом,7000,2
Мячик,2020-09-10,428173423,Бумага туалетная,Дом,7000,1
Мячик,2020-09-10,428173423,Яблоки,Еда,6550,2
Трамвай,2020-09-10,585828444,Черешня,Вкусняшки,15000,2
Трамвай,2020-09-10,585828444,Бумага туалетная,Дом,7000,1
Трамвай,2020-09-10,585828444,Гвозди,Дом,5000,3
Трамвай,2020-09-10,585828444,Молочный шоколад,Вкусняшка,6900,1
Трамвай,2020-09-10,585828444,Молоко,Еда,6700,1
Трамвай,2020-09-10,585828444,Яйца,Еда,5950,3
Трамвай,2020-09-10,585828444,Хлеб,Еда,7500,2
Трамвай,2020-09-10,585828444,Сосиски молочные,Еда,20000,3
Диски,2020-09-11,925360594,Черешня,Вкусняшки,15000,3
Диски,2020-09-11,925360594,Черешня,Вкусняшки,15000,1
Диски,2020-09-11,925360594,Гвозди,Дом,5000,2
Диски,2020-09-11,925360594,Чернила,Работа,2200,2
Диски,2020-09-11,925360594,Бумага туалетная,Дом,7000,3
Диски,2020-09-11,925360594,Сосиски молочные,Еда,20000,2
Диски,2020-09-11,925360594,Яйца,Еда,5950,1
Диски,2020-09-11,925360594,Яблоки,Еда,6550,2
Четвёрочка,2020-09-11,536485581,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-09-11,536485581,Сосиски молочные,Еда,20000,3
Четвёрочка,2020-09-11,536485581,Молоко,Еда,6700,2
Мячик,2020-09-12,678953357,Сосиски молочные,Еда,20000,1
Мячик,2020-09-12,678953357,Бумага туалетная,Дом,7000,2
Мячик,2020-09-12,678953357,Черешня,Вкусняшки,15000,1
Мячик,2020-09-12,678953357,Молоко,Еда,6700,1
Мячик,2020-09-12,678953357,Бумага туалетная,Дом,7000,3
Мячик,2020-09-12,678953357,Яблоки,Еда,6550,1
Мячик,2020-09-12,678953357,Молоко,Еда,6700,3
Мячик,2020-09-12,678953357,Молоко,Еда,6700,2
Четвёрочка,2020-09-13,716040755,Сосиски молочные,Еда,20000,1
Четвёрочка,2020-09-13,716040755,Бумага,Работа,7750,1
Четвёрочка,2020-09-13,716040755,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-09-13,716040755,Хлеб,Еда,7500,1
Четвёрочка,2020-09-13,716040755,Бумага туалетная,Дом,7000,3
Четвёрочка,2020-09-13,716040755,Яйца,Еда,5950,3
Четвёрочка,2020-09-13,716040755,Бумага,Работа,7750,2
Четвёрочка,2020-09-13,716040755,Бананы,Вкусняшка,7000,2
Четвёрочка,2020-09-13,716040755,Яйца,Еда,5950,2
Четвёрочка,2020-09-13,716040755,Сосиски молочные,Еда,20000,2
Диски,2020-09-13,939675319,Молочный шоколад,Вкусняшка,6900,2
Диски,2020-09-13,939675319,Мусорные пакеты,Дом,9050,1
Диски,2020-09-13,939675319,Бумага,Работа,7750,1
Тупичок,2020-09-14,59840077,Яблоки,Еда,6550,1
Тупичок,2020-09-14,59840077,Яблоки,Еда,6550,3
Тупичок,2020-09-14,59840077,Хлеб,Еда,7500,3
Тупичок,2020-09-14,59840077,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-09-14,59840077,Бумага туалетная,Дом,7000,3
Тупичок,2020-09-14,59840077,Молоко,Еда,6700,3
Тупичок,2020-09-14,59840077,Бананы,Вкусняшка,7000,2
Тупичок,2020-09-14,59840077,Молоко,Еда,6700,3
Тупичок,2020-09-14,59840077,Чернила,Работа,2200,2
Тупичок,2020-09-14,59840077,Бумага,Работа,7750,2
Трамвай,2020-09-14,524299624,Мусорные пакеты,Дом,9050,2
Трамвай,2020-09-14,524299624,Молоко,Еда,6700,2
Трамвай,2020-09-14,524299624,Яйца,Еда,5950,3
Трамвай,2020-09-14,524299624,Яйца,Еда,5950,3
Трамвай,2020-09-14,524299624,Яблоки,Еда,6550,3
Трамвай,2020-09-14,524299624,Черешня,Вкусняшки,15000,2
Трамвай,2020-09-14,524299624,Мусорные пакеты,Дом,9050,3
Трамвай,2020-09-14,524299624,Яблоки,Еда,6550,1
Трамвай,2020-09-14,524299624,Черешня,Вкусняшки,15000,3
Трамвай,2020-09-15,949476392,Чернила,Работа,2200,2
Трамвай,2020-09-15,949476392,Чернила,Работа,2200,3
Трамвай,2020-09-15,949476392,Молоко,Еда,6700,3
Трамвай,2020-09-15,949476392,Сосиски молочные,Еда,20000,1
Трамвай,2020-09-15,949476392,Бумага туалетная,Дом,7000,2
Трамвай,2020-09-15,949476392,Чернила,Работа,2200,1
Трамвай,2020-09-15,949476392,Яблоки,Еда,6550,1
Трамвай,2020-09-15,949476392,Яблоки,Еда,6550,2
Трамвай,2020-09-15,949476392,Гвозди,Дом,5000,2
Трамвай,2020-09-15,949476392,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-09-16,943746881,Молочный шоколад,Вкусняшка,6900,2
Трамвай,2020-09-16,943746881,Бумага туалетная,Дом,7000,1
Трамвай,2020-09-16,943746881,Яйца,Еда,5950,2
Трамвай,2020-09-16,943746881,Яблоки,Еда,6550,2
Трамвай,2020-09-16,943746881,Сосиски молочные,Еда,20000,2
Трамвай,2020-09-16,943746881,Бумага туалетная,Дом,7000,2
Трамвай,2020-09-16,943746881,Бумага,Работа,7750,1
Трамвай,2020-09-16,943746881,Яблоки,Еда,6550,2
Трамвай,2020-09-16,943746881,Мусорные пакеты,Дом,9050,3
Трамвай,2020-09-16,943746881,Бумага туалетная,Дом,7000,1
Трамвай,2020-09-16,782920706,Сосиски молочные,Еда,20000,3
Трамвай,2020-09-16,782920706,Сосиски молочные,Еда,20000,2
Трамвай,2020-09-16,782920706,Молочный шоколад,Вкусняшка,6900,3
Трамвай,2020-09-16,782920706,Гвозди,Дом,5000,2
Тупичок,2020-09-19,884216929,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-09-19,884216929,Молоко,Еда,6700,3
Тупичок,2020-09-19,884216929,Хлеб,Еда,7500,2
Тупичок,2020-09-19,884216929,Бумага,Работа,7750,1
Тупичок,2020-09-19,884216929,Яблоки,Еда,6550,3
Тупичок,2020-09-19,884216929,Молочный шоколад,Вкусняшка,6900,3
Тупичок,2020-09-19,884216929,Бумага,Работа,7750,1
Четвёрочка,2020-09-20,740544382,Бумага туалетная,Дом,7000,1
Четвёрочка,2020-09-20,740544382,Мусорные пакеты,Дом,9050,3
Четвёрочка,2020-09-20,740544382,Бумага туалетная,Дом,7000,1
Четвёрочка,2020-09-20,740544382,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-09-20,740544382,Молоко,Еда,6700,3
Четвёрочка,2020-09-21,698614786,Молоко,Еда,6700,3
Четвёрочка,2020-09-21,698614786,Черешня,Вкусняшки,15000,2
Четвёрочка,2020-09-21,698614786,Гвозди,Дом,5000,2
Четвёрочка,2020-09-21,698614786,Черешня,Вкусняшки,15000,2
Четвёрочка,2020-09-21,698614786,Черешня,Вкусняшки,15000,3
Четвёрочка,2020-09-21,698614786,Яблоки,Еда,6550,3
Четвёрочка,2020-09-21,698614786,Чернила,Работа,2200,1
Четвёрочка,2020-09-21,698614786,Бумага,Работа,7750,1
Четвёрочка,2020-09-21,698614786,Хлеб,Еда,7500,3
Трамвай,2020-09-21,10461108,Бананы,Вкусняшка,7000,2
Трамвай,2020-09-21,10461108,Яблоки,Еда,6550,1
Трамвай,2020-09-21,10461108,Хлеб,Еда,7500,1
Трамвай,2020-09-21,10461108,Хлеб,Еда,7500,1
Трамвай,2020-09-22,970744286,Чернила,Работа,2200,1
Трамвай,2020-09-22,970744286,Молочный шоколад,Вкусняшка,6900,1
Трамвай,2020-09-22,970744286,Яйца,Еда,5950,3
Трамвай,2020-09-22,970744286,Молоко,Еда,6700,1
Трамвай,2020-09-22,970744286,Гвозди,Дом,5000,2
Трамвай,2020-09-22,970744286,Бананы,Вкусняшка,7000,1
Трамвай,2020-09-22,970744286,Яйца,Еда,5950,3
Мячик,2020-09-23,431641324,Бананы,Вкусняшка,7000,2
Мячик,2020-09-23,431641324,Черешня,Вкусняшки,15000,1
Мячик,2020-09-23,431641324,Яблоки,Еда,6550,3
Четвёрочка,2020-09-23,240265730,Молоко,Еда,6700,3
Четвёрочка,2020-09-23,240265730,Бумага,Работа,7750,2
Четвёрочка,2020-09-23,240265730,Черешня,Вкусняшки,15000,1
Четвёрочка,2020-09-23,240265730,Молочный шоколад,Вкусняшка,6900,2
Четвёрочка,2020-09-23,240265730,Молоко,Еда,6700,2
Четвёрочка,2020-09-23,240265730,Гвозди,Дом,5000,3
Четвёрочка,2020-09-23,240265730,Яблоки,Еда,6550,2
Четвёрочка,2020-09-23,240265730,Бумага,Работа,7750,3
Четвёрочка,2020-09-23,240265730,Молоко,Еда,6700,3
Четвёрочка,2020-09-23,240265730,Бумага,Работа,7750,2
Мячик,2020-09-23,436962284,Бумага,Работа,7750,1
Мячик,2020-09-23,436962284,Молочный шоколад,Вкусняшка,6900,1
Мячик,2020-09-23,436962284,Мусорные пакеты,Дом,9050,1
Мячик,2020-09-23,436962284,Бумага туалетная,Дом,7000,3
Мячик,2020-09-23,436962284,Яйца,Еда,5950,1
Мячик,2020-09-23,436962284,Молочный шоколад,Вкусняшка,6900,3
Мячик,2020-09-23,436962284,Бумага туалетная,Дом,7000,2
Мячик,2020-09-23,436962284,Черешня,Вкусняшки,15000,1
Мячик,2020-09-23,436962284,Бумага туалетная,Дом,7000,1
Мячик,2020-09-23,436962284,Сосиски молочные,Еда,20000,1
Тупичок,2020-09-24,557931173,Бумага туалетная,Дом,7000,2
Тупичок,2020-09-24,557931173,Черешня,Вкусняшки,15000,3
Диски,2020-09-25,563000720,Яблоки,Еда,6550,1
Диски,2020-09-25,563000720,Черешня,Вкусняшки,15000,1
Диски,2020-09-25,563000720,Яйца,Еда,5950,2
Диски,2020-09-25,563000720,Молочный шоколад,Вкусняшка,6900,2
Диски,2020-09-25,563000720,Молоко,Еда,6700,1
Диски,2020-09-25,563000720,Сосиски молочные,Еда,20000,3
Диски,2020-09-25,563000720,Хлеб,Еда,7500,2
Диски,2020-09-25,563000720,Чернила,Работа,2200,3
Диски,2020-09-25,563000720,Сосиски молочные,Еда,20000,1
Диски,2020-09-25,563000720,Яблоки,Еда,6550,3
Трамвай,2020-09-25,841140752,Сосиски молочные,Еда,20000,1
Трамвай,2020-09-25,841140752,Бумага туалетная,Дом,7000,3
Мячик,2020-09-26,325079793,Яблоки,Еда,6550,1
Мячик,2020-09-26,325079793,Сосиски молочные,Еда,20000,2
Мячик,2020-09-26,325079793,Гвозди,Дом,5000,2
Мячик,2020-09-26,325079793,Бананы,Вкусняшка,7000,1
Мячик,2020-09-26,325079793,Молочный шоколад,Вкусняшка,6900,1
Мячик,2020-09-26,325079793,Бумага туалетная,Дом,7000,3
Мячик,2020-09-26,325079793,Хлеб,Еда,7500,1
Мячик,2020-09-26,325079793,Бананы,Вкусняшка,7000,1
Тупичок,2020-09-26,689226282,Чернила,Работа,2200,1
Тупичок,2020-09-26,689226282,Хлеб,Еда,7500,2
Тупичок,2020-09-26,689226282,Бумага,Работа,7750,2
Тупичок,2020-09-26,689226282,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-09-26,689226282,Черешня,Вкусняшки,15000,3
Тупичок,2020-09-26,689226282,Бумага туалетная,Дом,7000,1
Тупичок,2020-09-26,689226282,Молочный шоколад,Вкусняшка,6900,2
Тупичок,2020-09-26,689226282,Бананы,Вкусняшка,7000,2
Тупичок,2020-09-27,91310974,Мусорные пакеты,Дом,9050,3
Тупичок,2020-09-27,91310974,Бананы,Вкусняшка,7000,3
Тупичок,2020-09-27,91310974,Яйца,Еда,5950,3
Мячик,2020-09-27,484045167,Бумага,Работа,7750,3
Мячик,2020-09-27,484045167,Молоко,Еда,6700,1
Мячик,2020-09-27,484045167,Сосиски молочные,Еда,20000,1
Мячик,2020-09-27,484045167,Гвозди,Дом,5000,1
Мячик,2020-09-27,484045167,Молоко,Еда,6700,3
Тупичок,2020-09-28,912631220,Чернила,Работа,2200,2
Тупичок,2020-09-28,912631220,Мусорные пакеты,Дом,9050,2
Тупичок,2020-09-28,912631220,Черешня,Вкусняшки,15000,1
Тупичок,2020-09-28,912631220,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-09-28,912631220,Молочный шоколад,Вкусняшка,6900,1
Тупичок,2020-09-28,912631220,Молоко,Еда,6700,2
Тупичок,2020-09-28,912631220,Бумага туалетная,Дом,7000,2
Тупичок,2020-09-28,912631220,Чернила,Работа,2200,2
Тупичок,2020-09-28,912631220,Сосиски молочные,Еда,20000,1
Трамвай,2020-09-28,209261700,Гвозди,Дом,5000,3
Трамвай,2020-09-28,209261700,Черешня,Вкусняшки,15000,2
Трамвай,2020-09-28,209261700,Бумага туалетная,Дом,7000,3
Трамвай,2020-09-28,209261700,Бумага,Работа,7750,1
Трамвай,2020-09-28,209261700,Чернила,Работа,2200,3
Трамвай,2020-09-28,209261700,Черешня,Вкусняшки,15000,1
Трамвай,2020-09-28,209261700,Гвозди,Дом,5000,1
Трамвай,2020-09-28,209261700,Бумага,Работа,7750,1
